X,Y,Dim2,contrib,correlation,type,REACTOME
ENSG00000168438,CDC40,-0.01177686,0.000100486,-0.319371319,mRNA,ENSG00000168438
ENSG00000070831,CDC42,0.034837226,0.000879295,0.964598096,mRNA,ENSG00000070831
ENSG00000143776,CDC42BPA,-0.002898127,6.09E-06,-0.134881662,mRNA,ENSG00000143776
ENSG00000198752,CDC42BPB,-0.035339261,0.00090482,-0.97235045,mRNA,ENSG00000198752
ENSG00000171219,CDC42BPG,0.110077533,0.008778994,0.800935209,mRNA,ENSG00000171219
ENSG00000128283,CDC42EP1,-0.081204967,0.004777631,-0.656657474,mRNA,ENSG00000128283
ENSG00000149798,CDC42EP2,-0.038487709,0.001073227,-0.629356359,mRNA,ENSG00000149798
ENSG00000163171,CDC42EP3,0.011616782,9.78E-05,0.420959541,mRNA,ENSG00000163171
ENSG00000179604,CDC42EP4,-0.02812494,0.0005731,-0.496107523,mRNA,ENSG00000179604
ENSG00000237350,CDC42P6,0.131091581,0.012450792,0.639262574,mRNA,ENSG00000237350
ENSG00000197622,CDC42SE1,0.024743754,0.000443587,0.559471774,mRNA,ENSG00000197622
ENSG00000158985,CDC42SE2,0.02230011,0.000360298,0.872777064,mRNA,ENSG00000158985
ENSG00000093009,CDC45,-0.045857503,0.00152359,-0.766625372,mRNA,ENSG00000093009
ENSG00000096401,CDC5L,0.022536319,0.000367971,0.600739973,mRNA,ENSG00000096401
ENSG00000094804,CDC6,-0.056537002,0.002315863,-0.939608413,mRNA,ENSG00000094804
ENSG00000097046,CDC7,-0.052999469,0.002035122,-0.789921463,mRNA,ENSG00000097046
ENSG00000134371,CDC73,-0.0087884,5.60E-05,-0.238522888,mRNA,ENSG00000134371
ENSG00000184661,CDCA2,0.030321728,0.000666124,0.880649417,mRNA,ENSG00000184661
ENSG00000111665,CDCA3,-0.008529518,5.27E-05,-0.278843767,mRNA,ENSG00000111665
ENSG00000170779,CDCA4,-0.063086036,0.00288346,-0.568560685,mRNA,ENSG00000170779
ENSG00000146670,CDCA5,-0.047101852,0.001607398,-0.725769266,mRNA,ENSG00000146670
ENSG00000144354,CDCA7,-0.024997267,0.000452723,-0.495883096,mRNA,ENSG00000144354
ENSG00000164649,CDCA7L,-0.032109715,0.000746999,-0.947327267,mRNA,ENSG00000164649
ENSG00000134690,CDCA8,0.014256299,0.000147252,0.747915741,mRNA,ENSG00000134690
ENSG00000163814,CDCP1,-0.012063414,0.000105436,-0.365280996,mRNA,ENSG00000163814
ENSG00000039068,CDH1,0.357758067,0.092731282,0.960351321,mRNA,ENSG00000039068
ENSG00000140937,CDH11,0.033943304,0.000834748,0.537940146,mRNA,ENSG00000140937
ENSG00000170558,CDH2,0.123632707,0.011074246,0.743327946,mRNA,ENSG00000170558
ENSG00000139880,CDH24,-0.057956819,0.002433641,-0.794743327,mRNA,ENSG00000139880
ENSG00000179242,CDH4,-0.125024939,0.011325065,-0.942671084,mRNA,ENSG00000179242
ENSG00000074276,CDHr2,0.016479674,0.000196764,0.065371178,mRNA,ENSG00000074276
ENSG00000128536,CDHr3,0.002274783,3.75E-06,0.042834115,mRNA,ENSG00000128536
ENSG00000089486,CDIP1,-0.037779625,0.0010341,-0.116693687,mRNA,ENSG00000089486
ENSG00000103502,CDIPT,-0.028790744,0.000600556,-0.57557179,mRNA,ENSG00000103502
ENSG00000170312,CDK1,-0.003896658,1.10E-05,-0.112811884,mRNA,ENSG00000170312
ENSG00000185324,CDK10,-0.007406173,3.97E-05,-0.157037778,mRNA,ENSG00000185324
ENSG00000008128,CDK11A,-0.067986334,0.003348811,-0.471255475,mRNA,ENSG00000008128
ENSG00000248333,CDK11B,0.016105306,0.000187925,0.44413975,mRNA,ENSG00000248333
ENSG00000167258,CDK12,-0.013585638,0.000133723,-0.473090328,mRNA,ENSG00000167258
ENSG00000065883,CDK13,0.025925306,0.000486962,0.891748961,mRNA,ENSG00000065883
ENSG00000058091,CDK14,-0.010886832,8.59E-05,-0.369753246,mRNA,ENSG00000058091
ENSG00000138395,CDK15,0.070163463,0.003566723,0.578298772,mRNA,ENSG00000138395
ENSG00000102225,CDK16,-0.017511986,0.000222187,-0.694629996,mRNA,ENSG00000102225
ENSG00000059758,CDK17,-0.031513199,0.000719503,-0.853527475,mRNA,ENSG00000059758
ENSG00000155111,CDK19,0.015408979,0.000172026,0.435733373,mRNA,ENSG00000155111
ENSG00000123374,CDK2,-0.038275022,0.001061398,-0.886330647,mRNA,ENSG00000123374
ENSG00000156345,CDK20,0.155254376,0.017463653,0.936419874,mRNA,ENSG00000156345
ENSG00000111328,CDK2AP1,0.01099989,8.77E-05,0.208214644,mRNA,ENSG00000111328
ENSG00000167797,CDK2AP2,-0.042202401,0.001290392,-0.477169849,mRNA,ENSG00000167797
ENSG00000250506,CDK3,-0.144849955,0.015201419,-0.933617341,mRNA,ENSG00000250506
ENSG00000135446,CDK4,-0.018172332,0.000239259,-0.374559036,mRNA,ENSG00000135446
ENSG00000164885,CDK5,-0.013331861,0.000128774,-0.235806787,mRNA,ENSG00000164885
ENSG00000176749,CDK5r1,-0.061120348,0.002706569,-0.958405138,mRNA,ENSG00000176749
ENSG00000171450,CDK5r2,0.008625097,5.39E-05,0.090219213,mRNA,ENSG00000171450
ENSG00000101391,CDK5rAP1,0.025519137,0.000471823,0.694834346,mRNA,ENSG00000101391
ENSG00000136861,CDK5rAP2,-0.017141131,0.000212876,-0.600833132,mRNA,ENSG00000136861
ENSG00000108465,CDK5rAP3,-0.025423855,0.000468307,-0.532537018,mRNA,ENSG00000108465
ENSG00000105810,CDK6,-0.039559633,0.00113384,-0.850051111,mRNA,ENSG00000105810
ENSG00000134058,CDK7,0.068648619,0.003414373,0.628930733,mRNA,ENSG00000134058
ENSG00000132964,CDK8,0.020003732,0.000289914,0.629638756,mRNA,ENSG00000132964
ENSG00000136807,CDK9,-0.04505915,0.001471002,-0.894445108,mRNA,ENSG00000136807
ENSG00000145996,CDKAL1,-0.010760445,8.39E-05,-0.296614147,mRNA,ENSG00000145996
ENSG00000100490,CDKL1,-0.023103989,0.000386742,-0.268527959,mRNA,ENSG00000100490
ENSG00000138769,CDKL2,0.056965068,0.002351065,0.81023884,mRNA,ENSG00000138769
ENSG00000006837,CDKL3,-0.125966648,0.011496312,-0.76897476,mRNA,ENSG00000006837
ENSG00000008086,CDKL5,0.008121096,4.78E-05,0.135732176,mRNA,ENSG00000008086
ENSG00000124762,CDKN1A,-0.047284026,0.001619856,-0.644800684,mRNA,ENSG00000124762
ENSG00000111276,CDKN1B,0.005081476,1.87E-05,0.220957376,mRNA,ENSG00000111276
ENSG00000168564,CDKN2AIP,0.005848034,2.48E-05,0.196461354,mRNA,ENSG00000168564
ENSG00000237190,CDKN2AIPNL,-0.044129095,0.001410904,-0.592804326,mRNA,ENSG00000237190
ENSG00000123080,CDKN2C,-0.017168313,0.000213552,-0.354448172,mRNA,ENSG00000123080
ENSG00000129355,CDKN2D,-0.031790024,0.000732199,-0.580167279,mRNA,ENSG00000129355
ENSG00000100526,CDKN3,-0.016615038,0.000200009,-0.281163989,mRNA,ENSG00000100526
ENSG00000064309,CDON,0.012912203,0.000120795,0.399417624,mRNA,ENSG00000064309
ENSG00000205643,CDPF1,-0.01774152,0.000228049,-0.295647111,mRNA,ENSG00000205643
ENSG00000140743,CDr2,0.00785933,4.48E-05,0.159091781,mRNA,ENSG00000140743
ENSG00000109089,CDr2L,-0.040058838,0.001162637,-0.92454377,mRNA,ENSG00000109089
ENSG00000241322,CDrT1,-0.035089424,0.000892072,-0.23201152,mRNA,ENSG00000241322
ENSG00000239704,CDrT4,0.248549761,0.044758353,0.687463305,mRNA,ENSG00000239704
ENSG00000163624,CDS1,0.094113072,0.006417225,0.59253003,mRNA,ENSG00000163624
ENSG00000101290,CDS2,0.00104418,7.90E-07,0.03546044,mRNA,ENSG00000101290
ENSG00000167513,CDT1,-0.127195518,0.011721711,-0.668104589,mRNA,ENSG00000167513
ENSG00000091527,CDV3,0.003295061,7.87E-06,0.191609065,mRNA,ENSG00000091527
ENSG00000153046,CDYL,-0.005961815,2.58E-05,-0.274718133,mRNA,ENSG00000153046
ENSG00000166446,CDYL2,-0.042201619,0.001290344,-0.757797374,mRNA,ENSG00000166446
ENSG00000186567,CEACAM19,0.058270125,0.002460024,0.704888124,mRNA,ENSG00000186567
ENSG00000172216,CEBPB,-0.029932863,0.000649148,-0.322966243,mRNA,ENSG00000172216
ENSG00000277449,CEBPB-AS1,-0.064595063,0.003023055,-0.308409303,mRNA,ENSG00000277449
ENSG00000221869,CEBPD,0.093183161,0.006291037,0.49539885,mRNA,ENSG00000221869
ENSG00000153879,CEBPG,-0.002628235,5.00E-06,-0.26035684,mRNA,ENSG00000153879
ENSG00000115816,CEBPZ,0.010537651,8.05E-05,0.384762247,mRNA,ENSG00000115816
ENSG00000218739,CEBPZOS,0.031243824,0.000707255,0.49714321,mRNA,ENSG00000218739
ENSG00000170835,CEL,-0.088373358,0.005658354,-0.770869253,mRNA,ENSG00000170835
ENSG00000149187,CELF1,0.014799065,0.000158678,0.51192096,mRNA,ENSG00000149187
ENSG00000048740,CELF2,-0.048828429,0.0017274,-0.678340779,mRNA,ENSG00000048740
ENSG00000101489,CELF4,-0.025653266,0.000476796,-0.138258962,mRNA,ENSG00000101489
ENSG00000075275,CELSr1,0.005032118,1.83E-05,0.130472541,mRNA,ENSG00000075275
ENSG00000143126,CELSr2,-0.048893701,0.001732021,-0.536247809,mRNA,ENSG00000143126
ENSG00000008300,CELSr3,0.040653267,0.001197397,0.710055553,mRNA,ENSG00000008300
ENSG00000103888,CEMIP,0.033391241,0.000807816,0.737244034,mRNA,ENSG00000103888
ENSG00000135048,CEMIP2,-0.002316391,3.89E-06,-0.070902396,mRNA,ENSG00000135048
ENSG00000115163,CENPA,0.001882666,2.57E-06,0.1167322,mRNA,ENSG00000115163
ENSG00000125817,CENPB,-0.054551563,0.002156065,-0.4734024,mRNA,ENSG00000125817
ENSG00000177946,CENPBD1,-0.029902102,0.000647815,-0.79849684,mRNA,ENSG00000177946
ENSG00000213753,CENPBD1P1,-0.019280705,0.000269335,-0.288565475,mRNA,ENSG00000213753
ENSG00000145241,CENPC,0.030657309,0.00068095,0.650667282,mRNA,ENSG00000145241
ENSG00000138778,CENPE,-0.444746344,0.143308572,-0.737637361,mRNA,ENSG00000138778
ENSG00000117724,CENPF,-0.077021606,0.004298061,-0.814965424,mRNA,ENSG00000117724
ENSG00000153044,CENPH,0.092873991,0.006249361,0.912513372,mRNA,ENSG00000153044
ENSG00000102384,CENPI,0.006620751,3.18E-05,0.122244597,mRNA,ENSG00000102384
ENSG00000151849,CENPJ,0.009108076,6.01E-05,0.182380014,mRNA,ENSG00000151849
ENSG00000123219,CENPK,-0.019688172,0.000280839,-0.286348852,mRNA,ENSG00000123219
ENSG00000120334,CENPL,-0.001316674,1.26E-06,-0.056129359,mRNA,ENSG00000120334
ENSG00000100162,CENPM,-0.096508039,0.006747989,-0.832378812,mRNA,ENSG00000100162
ENSG00000166451,CENPN,0.005792462,2.43E-05,0.149607729,mRNA,ENSG00000166451
ENSG00000138092,CENPO,-0.019284528,0.000269442,-0.414831669,mRNA,ENSG00000138092
ENSG00000188312,CENPP,-0.037355026,0.001010987,-0.731442342,mRNA,ENSG00000188312
ENSG00000031691,CENPQ,-0.008019908,4.66E-05,-0.180166453,mRNA,ENSG00000031691
ENSG00000175279,CENPS,-0.061577459,0.002747204,-0.684737637,mRNA,ENSG00000175279
ENSG00000102901,CENPT,0.011013116,8.79E-05,0.33938217,mRNA,ENSG00000102901
ENSG00000151725,CENPU,0.005823212,2.46E-05,0.344531154,mRNA,ENSG00000151725
ENSG00000166582,CENPV,0.020461698,0.000303341,0.567073254,mRNA,ENSG00000166582
ENSG00000203760,CENPW,0.012173178,0.000107363,0.285202209,mRNA,ENSG00000203760
ENSG00000169689,CENPX,-0.090641393,0.005952515,-0.831521344,mRNA,ENSG00000169689
ENSG00000116198,CEP104,0.029255803,0.000620114,0.870200198,mRNA,ENSG00000116198
ENSG00000154240,CEP112,-0.000432689,1.36E-07,-0.004912193,mRNA,ENSG00000154240
ENSG00000168944,CEP120,0.000816158,4.83E-07,0.052859618,mRNA,ENSG00000168944
ENSG00000110318,CEP126,-0.056574661,0.00231895,-0.636945307,mRNA,ENSG00000110318
ENSG00000100629,CEP128,-0.014631466,0.000155104,-0.345206416,mRNA,ENSG00000100629
ENSG00000141577,CEP131,-0.025798719,0.000482218,-0.370319122,mRNA,ENSG00000141577
ENSG00000174799,CEP135,-0.096511136,0.006748422,-0.683932594,mRNA,ENSG00000174799
ENSG00000103995,CEP152,-0.006246302,2.83E-05,-0.248401377,mRNA,ENSG00000103995
ENSG00000135315,CEP162,-0.038113389,0.001052453,-0.45336372,mRNA,ENSG00000135315
ENSG00000110274,CEP164,-0.026439581,0.000506473,-0.65796494,mRNA,ENSG00000110274
ENSG00000226937,CEP164P1,0.000675132,3.30E-07,0.002381174,mRNA,ENSG00000226937
ENSG00000143702,CEP170,-0.056996882,0.002353692,-0.968563327,mRNA,ENSG00000143702
ENSG00000099814,CEP170B,-0.028990077,0.0006089,-0.579053286,mRNA,ENSG00000099814
ENSG00000154608,CEP170P1,-0.0697198,0.003521759,-0.312577496,mRNA,ENSG00000154608
ENSG00000174007,CEP19,-0.026500388,0.000508806,-0.576933216,mRNA,ENSG00000174007
ENSG00000101639,CEP192,-0.007850065,4.46E-05,-0.257930637,mRNA,ENSG00000101639
ENSG00000126001,CEP250,0.011081914,8.90E-05,0.312595655,mRNA,ENSG00000126001
ENSG00000198707,CEP290,-0.194682835,0.027460138,-0.764156425,mRNA,ENSG00000198707
ENSG00000166004,CEP295,-0.001266467,1.16E-06,-0.020798628,mRNA,ENSG00000166004
ENSG00000135837,CEP350,0.000202214,2.96E-08,0.008553048,mRNA,ENSG00000135837
ENSG00000106477,CEP41,-0.0140529,0.00014308,-0.365429526,mRNA,ENSG00000106477
ENSG00000164118,CEP44,-0.028182745,0.000575458,-0.366963146,mRNA,ENSG00000164118
ENSG00000138180,CEP55,0.046670024,0.00157806,0.705621703,mRNA,ENSG00000138180
ENSG00000166037,CEP57,0.022087877,0.000353472,0.646599136,mRNA,ENSG00000166037
ENSG00000183137,CEP57L1,0.004627034,1.55E-05,0.065438369,mRNA,ENSG00000183137
ENSG00000182923,CEP63,-0.024775069,0.00044471,-0.642722736,mRNA,ENSG00000182923
ENSG00000011523,CEP68,0.02140224,0.000331868,0.301210267,mRNA,ENSG00000011523
ENSG00000114107,CEP70,0.024290129,0.000427471,0.262148642,mRNA,ENSG00000114107
ENSG00000112877,CEP72,-0.047076207,0.001605648,-0.447077165,mRNA,ENSG00000112877
ENSG00000101624,CEP76,-0.002814807,5.74E-06,-0.042341,mRNA,ENSG00000101624
ENSG00000148019,CEP78,-0.020423566,0.000302211,-0.632135683,mRNA,ENSG00000148019
ENSG00000173588,CEP83,0.014277326,0.000147687,0.121050233,mRNA,ENSG00000173588
ENSG00000278916,CEP83-DT,-0.164096863,0.019509581,-0.78717405,mRNA,ENSG00000278916
ENSG00000130695,CEP85,0.009017044,5.89E-05,0.312632866,mRNA,ENSG00000130695
ENSG00000111860,CEP85L,-0.064214708,0.002987558,-0.834417944,mRNA,ENSG00000111860
ENSG00000121289,CEP89,0.018126305,0.000238049,0.407585645,mRNA,ENSG00000121289
ENSG00000258890,CEP95,0.032704157,0.000774914,0.615038975,mRNA,ENSG00000258890
ENSG00000182504,CEP97,-0.003372752,8.24E-06,-0.201071391,mRNA,ENSG00000182504
ENSG00000134255,CEPT1,-8.09E-06,4.74E-11,-0.000307992,mRNA,ENSG00000134255
ENSG00000167123,CErCAM,0.015678025,0.000178086,0.488023724,mRNA,ENSG00000167123
ENSG00000100422,CErK,-0.055929763,0.002266383,-0.802131414,mRNA,ENSG00000100422
ENSG00000188452,CErKL,0.01805141,0.000236086,0.265807594,mRNA,ENSG00000188452
ENSG00000223802,CErS1,-0.164445019,0.019592454,-0.583531712,mRNA,ENSG00000223802
ENSG00000143418,CErS2,-0.019526406,0.000276243,-0.809018932,mRNA,ENSG00000143418
ENSG00000090661,CErS4,0.125678923,0.011443854,0.78880728,mRNA,ENSG00000090661
ENSG00000139624,CErS5,0.0049382,1.77E-05,0.135572508,mRNA,ENSG00000139624
ENSG00000172292,CErS6,-0.028389906,0.00058395,-0.648737208,mRNA,ENSG00000172292
ENSG00000113163,CErT1,0.034999491,0.000887505,0.746939097,mRNA,ENSG00000113163
ENSG00000172831,CES2,-0.012383526,0.000111106,-0.45199373,mRNA,ENSG00000172831
ENSG00000172824,CES4A,0.063740159,0.002943565,0.6153408,mRNA,ENSG00000172824
ENSG00000147400,CETN2,0.027226428,0.000537067,0.670574773,mRNA,ENSG00000147400
ENSG00000153140,CETN3,0.06671074,0.003224326,0.847520451,mRNA,ENSG00000153140
ENSG00000160401,CFAP157,0.046535012,0.001568943,0.510352874,mRNA,ENSG00000160401
ENSG00000070761,CFAP20,-0.028720517,0.000597629,-0.688379413,mRNA,ENSG00000070761
ENSG00000159079,CFAP298,-0.001094962,8.69E-07,-0.028337288,mRNA,ENSG00000159079
ENSG00000137691,CFAP300,0.098875476,0.007083119,0.698745482,mRNA,ENSG00000137691
ENSG00000163001,CFAP36,0.042067473,0.001282154,0.892300168,mRNA,ENSG00000163001
ENSG00000160226,CFAP410,-0.012604603,0.000115108,-0.170900088,mRNA,ENSG00000160226
ENSG00000197748,CFAP43,0.008182485,4.85E-05,0.028655647,mRNA,ENSG00000197748
ENSG00000206530,CFAP44,0.022699324,0.000373313,0.563847289,mRNA,ENSG00000206530
ENSG00000213085,CFAP45,0.01010053,7.39E-05,0.126466152,mRNA,ENSG00000213085
ENSG00000171811,CFAP46,0.103091482,0.00770004,0.371204358,mRNA,ENSG00000171811
ENSG00000172361,CFAP53,0.240953694,0.042064388,0.781494622,mRNA,ENSG00000172361
ENSG00000188596,CFAP54,0.160530413,0.018670762,0.777583178,mRNA,ENSG00000188596
ENSG00000243710,CFAP57,0.022969112,0.00038224,0.327265408,mRNA,ENSG00000243710
ENSG00000120051,CFAP58,0.190193141,0.026208194,0.907309193,mRNA,ENSG00000120051
ENSG00000105792,CFAP69,0.030123764,0.000657455,0.342514715,mRNA,ENSG00000105792
ENSG00000156042,CFAP70,-0.008046636,4.69E-05,-0.048111697,mRNA,ENSG00000156042
ENSG00000164323,CFAP97,-0.013731334,0.000136607,-0.345344,mRNA,ENSG00000164323
ENSG00000153774,CFDP1,0.051319616,0.001908157,0.780298183,mRNA,ENSG00000153774
ENSG00000000971,CFH,0.004170246,1.26E-05,0.143406362,mRNA,ENSG00000000971
ENSG00000205403,CFI,0.101327358,0.007438765,0.534671267,mRNA,ENSG00000205403
ENSG00000172757,CFL1,-0.020113177,0.000293095,-0.47164509,mRNA,ENSG00000172757
ENSG00000165410,CFL2,-0.004834546,1.69E-05,-0.157957782,mRNA,ENSG00000165410
ENSG00000003402,CFLAr,0.041926455,0.001273573,0.546779951,mRNA,ENSG00000003402
ENSG00000226312,CFLAr-AS1,0.097803212,0.006930325,0.499409993,mRNA,ENSG00000226312
ENSG00000126759,CFP,0.007292041,3.85E-05,0.174634998,mRNA,ENSG00000126759
ENSG00000164430,CGAS,0.050804659,0.001870055,0.866461653,mRNA,ENSG00000164430
ENSG00000163320,CGGBP1,0.014215909,0.000146419,0.588476013,mRNA,ENSG00000163320
ENSG00000143375,CGN,-0.003012851,6.58E-06,-0.035240284,mRNA,ENSG00000143375
ENSG00000128849,CGNL1,-0.015892898,0.000183001,-0.229101547,mRNA,ENSG00000128849
ENSG00000100532,CGrrF1,0.044440832,0.001430908,0.978520768,mRNA,ENSG00000100532
ENSG00000138135,CH25H,0.144075684,0.01503934,0.718670662,mRNA,ENSG00000138135
ENSG00000128965,CHAC1,-0.055814683,0.002257066,-0.480101876,mRNA,ENSG00000128965
ENSG00000143942,CHAC2,-0.017964458,0.000233817,-0.319220149,mRNA,ENSG00000143942
ENSG00000136457,CHAD,0.069157158,0.003465147,0.611416153,mRNA,ENSG00000136457
ENSG00000167670,CHAF1A,-0.057479825,0.002393747,-0.715995485,mRNA,ENSG00000167670
ENSG00000159259,CHAF1B,-0.042477436,0.001307266,-0.828127091,mRNA,ENSG00000159259
ENSG00000198824,CHAMP1,-0.03333176,0.000804941,-0.508799374,mRNA,ENSG00000198824
ENSG00000172586,CHCHD1,-0.039228874,0.001114959,-0.632611139,mRNA,ENSG00000172586
ENSG00000250479,CHCHD10,0.110222316,0.008802103,0.772650312,mRNA,ENSG00000250479
ENSG00000106153,CHCHD2,-0.01049016,7.97E-05,-0.1914486,mRNA,ENSG00000106153
ENSG00000106554,CHCHD3,0.01372364,0.000136454,0.45546236,mRNA,ENSG00000106554
ENSG00000163528,CHCHD4,-0.004296798,1.34E-05,-0.127281419,mRNA,ENSG00000163528
ENSG00000125611,CHCHD5,-0.080340031,0.004676397,-0.577912643,mRNA,ENSG00000125611
ENSG00000159685,CHCHD6,-0.038936595,0.001098407,-0.36672974,mRNA,ENSG00000159685
ENSG00000170791,CHCHD7,0.016517103,0.000197658,0.348294236,mRNA,ENSG00000170791
ENSG00000153922,CHD1,-0.018140167,0.000238413,-0.422700284,mRNA,ENSG00000153922
ENSG00000131778,CHD1L,-0.018216263,0.000240417,-0.664689387,mRNA,ENSG00000131778
ENSG00000173575,CHD2,0.039028691,0.001103609,0.836047425,mRNA,ENSG00000173575
ENSG00000170004,CHD3,0.013717168,0.000136325,0.553544436,mRNA,ENSG00000170004
ENSG00000111642,CHD4,-0.006170257,2.76E-05,-0.223943304,mRNA,ENSG00000111642
ENSG00000116254,CHD5,0.040766187,0.001204058,0.218742012,mRNA,ENSG00000116254
ENSG00000124177,CHD6,0.018450408,0.000246638,0.699035718,mRNA,ENSG00000124177
ENSG00000171316,CHD7,0.000907275,5.96E-07,0.027632448,mRNA,ENSG00000171316
ENSG00000100888,CHD8,-0.015482246,0.000173666,-0.487576882,mRNA,ENSG00000100888
ENSG00000177200,CHD9,-0.039147686,0.001110349,-0.782220961,mRNA,ENSG00000177200
ENSG00000016391,CHDH,0.064773354,0.003039766,0.513461753,mRNA,ENSG00000016391
ENSG00000149554,CHEK1,-0.010674134,8.25E-05,-0.45320135,mRNA,ENSG00000149554
ENSG00000183765,CHEK2,0.066975779,0.003249997,0.778204891,mRNA,ENSG00000183765
ENSG00000085872,CHErP,-0.070504545,0.003601485,-0.680589166,mRNA,ENSG00000085872
ENSG00000072609,CHFr,-0.037833381,0.001037045,-0.586905069,mRNA,ENSG00000072609
ENSG00000064886,CHI3L2,0.13004859,0.012253459,0.669704153,mRNA,ENSG00000064886
ENSG00000204116,CHIC1,-0.031743706,0.000730067,-0.820891705,mRNA,ENSG00000204116
ENSG00000109220,CHIC2,-0.071201546,0.003673045,-0.888817571,mRNA,ENSG00000109220
ENSG00000177830,CHID1,-0.050621259,0.001856578,-0.910446776,mRNA,ENSG00000177830
ENSG00000110721,CHKA,0.02066316,0.000309343,0.614381286,mRNA,ENSG00000110721
ENSG00000100288,CHKB,-0.028354355,0.000582488,-0.210846104,mRNA,ENSG00000100288
ENSG00000188419,CHM,-0.010668119,8.25E-05,-0.251436463,mRNA,ENSG00000188419
ENSG00000203668,CHML,-0.079287218,0.004554637,-0.888507335,mRNA,ENSG00000203668
ENSG00000131165,CHMP1A,-0.034271539,0.000850971,-0.573938019,mRNA,ENSG00000131165
ENSG00000255112,CHMP1B,-0.018593603,0.000250481,-0.521171564,mRNA,ENSG00000255112
ENSG00000130724,CHMP2A,0.007630018,4.22E-05,0.346569567,mRNA,ENSG00000130724
ENSG00000083937,CHMP2B,0.010140482,7.45E-05,0.353749846,mRNA,ENSG00000083937
ENSG00000115561,CHMP3,-0.021949785,0.000349066,-0.534397048,mRNA,ENSG00000115561
ENSG00000254505,CHMP4A,-0.102482005,0.007609263,-0.599087111,mRNA,ENSG00000254505
ENSG00000101421,CHMP4B,0.010305109,7.69E-05,0.203111148,mRNA,ENSG00000101421
ENSG00000164695,CHMP4C,-0.047525886,0.001636469,-0.5515168,mRNA,ENSG00000164695
ENSG00000086065,CHMP5,0.053542523,0.002077041,0.71640753,mRNA,ENSG00000086065
ENSG00000176108,CHMP6,-0.020332055,0.000299509,-0.445608767,mRNA,ENSG00000176108
ENSG00000147457,CHMP7,-0.01628223,0.000192077,-0.737724222,mRNA,ENSG00000147457
ENSG00000128656,CHN1,-0.006548172,3.11E-05,-0.239816317,mRNA,ENSG00000128656
ENSG00000106069,CHN2,0.028950205,0.000607226,0.592314185,mRNA,ENSG00000106069
ENSG00000110172,CHOrDC1,0.035119794,0.000893617,0.43847608,mRNA,ENSG00000110172
ENSG00000187446,CHP1,-0.021844649,0.00034573,-0.448304745,mRNA,ENSG00000187446
ENSG00000123989,CHPF,-0.062150817,0.002798602,-0.801090229,mRNA,ENSG00000123989
ENSG00000033100,CHPF2,-0.091310927,0.006040778,-0.817583423,mRNA,ENSG00000033100
ENSG00000111666,CHPT1,0.025967677,0.000488555,0.573066792,mRNA,ENSG00000111666
ENSG00000104472,CHrAC1,-0.044278762,0.00142049,-0.919208156,mRNA,ENSG00000104472
ENSG00000101938,CHrDL1,-0.019833842,0.000285011,-0.416457361,mRNA,ENSG00000101938
ENSG00000133019,CHrM3,-0.167545181,0.020338142,-0.844094658,mRNA,ENSG00000133019
ENSG00000129749,CHrNA10,0.054939173,0.002186813,0.552369639,mRNA,ENSG00000129749
ENSG00000169684,CHrNA5,0.001497255,1.62E-06,0.07552706,mRNA,ENSG00000169684
ENSG00000170175,CHrNB1,0.021757864,0.000342989,0.721378806,mRNA,ENSG00000170175
ENSG00000223960,CHrOMr,0.03071365,0.000683456,0.543931468,mRNA,ENSG00000223960
ENSG00000115526,CHST10,-0.023348515,0.000394972,-0.517668708,mRNA,ENSG00000115526
ENSG00000171310,CHST11,-0.025914052,0.000486539,-0.81608568,mRNA,ENSG00000171310
ENSG00000136213,CHST12,-0.020031155,0.00029071,-0.30641032,mRNA,ENSG00000136213
ENSG00000169105,CHST14,-0.044963102,0.001464738,-0.448421761,mRNA,ENSG00000169105
ENSG00000182022,CHST15,0.001840909,2.46E-06,0.112401935,mRNA,ENSG00000182022
ENSG00000175040,CHST2,-0.000940261,6.41E-07,-0.014847219,mRNA,ENSG00000175040
