#chrom	txStart	txEnd	refseq	score	strand	symbol
chr12	9647918	9658414	NR_046451	0.000	+	LOC374443
chr12	97721715	97721822	NR_046494	0.000	+	RNU6-36P
chr12	15151922	15155281	NR_046559	0.000	+	RERG-AS1
chr12	31589922	31615351	NR_046909	0.000	+	DENND5B-AS1
chr12	53999021	54000010	NR_047504	0.000	-	HOXC-AS1
chr12	53995207	53996785	NR_047505	0.000	-	HOXC-AS2
chr12	53935327	53939643	NR_047507	0.000	-	HOXC13-AS
chr12	53962307	53974956	NR_047517	0.000	-	HOTAIR
chr12	53962307	53968914	NR_047518	0.000	-	HOTAIR
chr12	51424809	51441179	NR_047672	0.000	+	SLC4A8
chr12	16347642	16364410	NR_048545	0.000	+	MGST1
chr12	16347777	16364410	NR_048547	0.000	+	MGST1
chr12	121888730	121917865	NR_048555	0.000	+	PSMD9
chr12	57230365	57234935	NR_048562	0.000	+	SHMT2
chr12	100200776	100224424	NR_048568	0.000	+	ACTR6
chr12	100200776	100224424	NR_048569	0.000	+	ACTR6
chr12	121596528	121596600	NR_049838	0.000	+	MIR548AQ
chr12	94561788	94561859	NR_049885	0.000	+	MIR5700
chr12	48042897	48105992	NR_051991	0.000	-	SENP1
chr12	48042897	48105992	NR_051992	0.000	-	SENP1
chr12	49623619	49644669	NR_052006	0.000	+	PRPF40B
chr12	75391069	75432397	NR_072995	0.000	+	GLIPR1L2
chr12	123260969	123272316	NR_073007	0.000	-	CDK2AP1
chr12	123260969	123271102	NR_073008	0.000	-	CDK2AP1
chr12	59689336	59789854	NR_073055	0.000	+	SLC16A7
chr12	59689336	59789854	NR_073056	0.000	+	SLC16A7
chr12	18683175	18738059	NR_073075	0.000	-	PLCZ1
chr12	53507855	53626415	NR_073163	0.000	-	ATF7
chr12	29389293	29464930	NR_073170	0.000	+	OVCH1-AS1
chr12	29389293	29464930	NR_073171	0.000	+	OVCH1-AS1
chr12	29389293	29487324	NR_073172	0.000	+	OVCH1-AS1
chr12	116860419	116881427	NR_073189	0.000	-	HRK
chr12	27022521	27030673	NR_073463	0.000	+	MED21
chr12	27022521	27030673	NR_073464	0.000	+	MED21
chr12	43793722	43806375	NR_073472	0.000	-	TWF1
chr12	43793722	43806375	NR_073473	0.000	-	TWF1
chr12	70638072	70754608	NR_073474	0.000	-	PTPRR
chr12	68804436	68805494	NR_073494	0.000	-	LOC100130075
chr12	55835429	55842983	NR_073606	0.000	-	MMP19
chr12	95649254	95673994	NR_077225	0.000	+	PGAM1P5
chr12	97730047	97756517	NR_077240	0.000	-	LOC643711
chr12	97713411	97753598	NR_077241	0.000	-	LOC643711
chr12	122226441	122228792	NR_103497	0.000	+	LOC101593348
chr12	122980059	122982913	NR_103512	0.000	+	ARL6IP4
chr12	123156395	123233238	NR_103517	0.000	-	MPHOSPH9
chr12	69738685	69823204	NR_103519	0.000	+	RAB3IP
chr12	69739389	69823204	NR_103520	0.000	+	RAB3IP
chr12	31671136	31729174	NR_103522	0.000	-	AMN1
chr12	31671136	31729174	NR_103523	0.000	-	AMN1
chr12	103237590	103496010	NR_103526	0.000	-	C12orf42
chr12	131347469	131367555	NR_103736	0.000	+	LOC338797
chr12	116977439	116987337	NR_103809	0.000	-	LOC100506551
chr12	29280415	29317848	NR_103860	0.000	-	LOC100506606
chr12	67520081	67567131	NR_103861	0.000	+	LOC100507175
chr12	50129305	50167533	NR_104035	0.000	-	CERS5
chr12	110491522	110502140	NR_104099	0.000	-	VPS29
chr12	110491522	110502140	NR_104100	0.000	-	VPS29
chr12	110491522	110502140	NR_104101	0.000	-	VPS29
chr12	110491522	110502140	NR_104102	0.000	-	VPS29
chr12	123458103	123472362	NR_104103	0.000	+	SNRNP35
chr12	4590071	4597173	NR_104115	0.000	+	DYRK4
chr12	67989444	68021327	NR_104124	0.000	+	IFNG-AS1
chr12	67989444	68021327	NR_104125	0.000	+	IFNG-AS1
chr12	129109689	129113298	NR_104172	0.000	+	LOC283352
chr12	129109689	129113298	NR_104173	0.000	+	LOC283352
chr12	53191317	53207307	NR_104181	0.000	-	ITGB7
chr12	56663340	56687997	NR_104219	0.000	-	PTGES3
chr12	69683240	69689277	NR_104220	0.000	-	BEST3
chr12	53750446	53757034	NR_104332	0.000	-	CISTR
chr12	53750446	53751835	NR_104333	0.000	-	CISTR
chr12	121002421	121016502	NR_104409	0.000	-	C12orf43
chr12	18080868	18090193	NR_104413	0.000	-	RERGL
chr12	57243454	57251193	NR_104422	0.000	-	STAC3
chr12	3808860	3873448	NR_104461	0.000	-	PARP11
chr12	9936578	9943495	NR_104634	0.000	-	LOC100506159
chr12	126915227	127060397	NR_104646	0.000	-	LOC101927592
chr12	128086982	128118141	NR_104647	0.000	-	LOC100996679
chr12	128118216	128121952	NR_104648	0.000	+	LOC101927694
chr12	66023619	66023726	NR_106722	0.000	-	MIR6074
chr12	62260358	62260454	NR_106740	0.000	+	MIR6125
chr12	66251081	66251157	NR_106757	0.000	+	MIR6502
chr12	48132796	48132867	NR_106760	0.000	+	MIR6505
chr12	111304141	111304209	NR_106818	0.000	+	MIR6760
chr12	111799833	111799905	NR_106819	0.000	+	MIR6761
chr12	113291522	113291608	NR_106820	0.000	+	MIR6762
chr12	132581996	132582061	NR_106821	0.000	+	MIR6763
chr12	112163257	112163321	NR_106921	0.000	-	MIR6861
chr12	124337180	124337242	NR_106940	0.000	-	MIR6880
chr12	113159112	113159177	NR_106956	0.000	-	MIR7106
chr12	13046190	13046240	NR_106988	0.000	+	MIR7641-2
chr12	104125274	104125324	NR_106988	0.000	+	MIR7641-2
chr12	94571230	94571352	NR_106998	0.000	-	MIR7844
chr12	42323699	42323859	NR_107005	0.000	-	MIR7851
chr12	123364763	123364843	NR_107039	0.000	-	MIR8072
chr12	53464467	53465057	NR_109828	0.000	+	PCBP2-OT1
chr12	27389788	27446634	NR_109975	0.000	-	ARNTL2-AS1
chr12	48789146	48790535	NR_110019	0.000	+	LOC100506125
chr12	48789575	48790535	NR_110020	0.000	+	LOC100506125
chr12	113744576	113773683	NR_110025	0.000	-	LINC01234
chr12	113744576	113773683	NR_110026	0.000	-	LINC01234
chr12	126652945	126690318	NR_110034	0.000	-	LOC100996671
chr12	126652945	126690318	NR_110035	0.000	-	LOC100996671
chr12	126663678	126690318	NR_110036	0.000	-	LOC100996671
chr12	42615502	42646498	NR_110042	0.000	-	LOC101927058
chr12	49911952	49926339	NR_110048	0.000	+	LOC101927292
chr12	126095991	126103932	NR_110053	0.000	+	LOC101927464
chr12	127324154	127340072	NR_110057	0.000	-	LOC101927616
chr12	129208600	129212660	NR_110058	0.000	+	LOC101927735
chr12	67709046	67729475	NR_110063	0.000	-	LOC101927901
chr12	69713632	69738568	NR_110072	0.000	-	LOC101928002
chr12	81953718	81993133	NR_110089	0.000	+	LOC101928449
chr12	133032660	133037222	NR_110091	0.000	-	LOC101928597
chr12	93707790	93737823	NR_110092	0.000	-	LOC101928731
chr12	93714534	93737823	NR_110093	0.000	-	LOC101928731
chr12	99093358	99105011	NR_110095	0.000	+	LOC101928937
chr12	103547793	103559815	NR_110103	0.000	+	LOC101929084
chr12	105704202	105744063	NR_110108	0.000	+	CASC18
chr12	105704202	105744063	NR_110109	0.000	+	CASC18
chr12	105706773	105744063	NR_110110	0.000	+	CASC18
chr12	105706773	105744063	NR_110111	0.000	+	CASC18
chr12	4700416	4720102	NR_110112	0.000	-	LOC101929549
chr12	73159189	73208317	NR_110130	0.000	+	LOC101928137
chr12	125025442	125027423	NR_110375	0.000	-	THRIL
chr12	49959451	49962924	NR_110589	0.000	-	LOC101927318
chr12	49951966	49962922	NR_110590	0.000	-	LOC101927318
chr12	49951511	49962783	NR_110591	0.000	-	LOC101927318
chr12	71439769	71586308	NR_110596	0.000	+	LGR5
chr12	9827480	9845004	NR_120305	0.000	+	KLRF1
chr12_GL383550v2_alt	144645	160253	NM_033276	0.000	-	XRCC6BP1
chr12_GL383550v2_alt	165750	166448	NR_038269	0.000	+	LOC100506844
chr12_GL383553v2_alt	135831	152874	NM_001286615	0.000	-	ANO4
chr12_GL383553v2_alt	135831	152874	NM_001286616	0.000	-	ANO4
chr12_GL383553v2_alt	48057	102080	NM_145913	0.000	+	SLC5A8
chr12_GL383553v2_alt	135831	152874	NM_178826	0.000	-	ANO4
chr12_GL877875v1_alt	60897	165178	NM_001170738	0.000	+	IQSEC3
chr12_GL877875v1_alt	71390	165343	NM_015232	0.000	+	IQSEC3
chr12_GL877875v1_alt	26666	28135	NR_026823	0.000	-	FAM138D
chr12_GL877875v1_alt	4476	7756	NR_028269	0.000	-	LOC100288778
chr12_GL877875v1_alt	131425	143181	NR_033859	0.000	-	LOC574538
chr12_GL877876v1_alt	363938	364898	NM_001097643	0.000	-	TAS2R30
chr12_GL877876v1_alt	44554	48182	NM_001098538	0.000	-	PRR4
chr12_GL877876v1_alt	127941	133551	NM_001110213	0.000	+	PRH2
chr12_GL877876v1_alt	401834	406674	NM_001271592	0.000	+	LOC100129361
chr12_GL877876v1_alt	79666	402277	NM_001291314	0.000	-	PRH1
chr12_GL877876v1_alt	79666	402277	NM_001291315	0.000	-	PRH1
chr12_GL877876v1_alt	127940	133551	NM_005042	0.000	+	PRH2
chr12_GL877876v1_alt	79666	82981	NM_006250	0.000	-	PRH1
chr12_GL877876v1_alt	44554	48182	NM_007244	0.000	-	PRR4
chr12_GL877876v1_alt	7799	8874	NM_023917	0.000	-	TAS2R9
chr12_GL877876v1_alt	4756	5686	NM_023918	0.000	-	TAS2R8
chr12_GL877876v1_alt	237	1333	NM_023919	0.000	-	TAS2R7
chr12_GL877876v1_alt	106631	108268	NM_023920	0.000	-	TAS2R13
chr12_GL877876v1_alt	24051	24975	NM_023921	0.000	-	TAS2R10
chr12_GL877876v1_alt	136959	137913	NM_023922	0.000	-	TAS2R14
chr12_GL877876v1_alt	290013	291040	NM_176884	0.000	-	TAS2R43
chr12_GL877876v1_alt	229092	230113	NM_176885	0.000	-	TAS2R31
chr12_GL877876v1_alt	327524	328424	NM_176886	0.000	-	TAS2R45
chr12_GL877876v1_alt	260070	261000	NM_176887	0.000	-	TAS2R46
chr12_GL877876v1_alt	220377	221277	NM_176888	0.000	-	TAS2R19
chr12_GL877876v1_alt	194667	196581	NM_176889	0.000	-	TAS2R20
chr12_GL877876v1_alt	184618	185618	NM_176890	0.000	-	TAS2R50
chr12_GL877876v1_alt	44554	402279	NR_037918	0.000	-	PRH1-PRR4
chr12_KI270833v1_alt	14812	48308	NM_001190971	0.000	+	PIWIL1
chr12_KI270833v1_alt	14812	49260	NM_004764	0.000	+	PIWIL1
chr12_KI270834v1_alt	109951	117911	NM_025140	0.000	-	CCDC92
chr12_KI270834v1_alt	176	109264	NM_207437	0.000	+	DNAH10
chr12_KI270835v1_alt	171379	216981	NM_001135811	0.000	-	FAM60A
chr12_KI270835v1_alt	171379	217019	NM_001135812	0.000	-	FAM60A
chr12_KI270835v1_alt	171379	216981	NM_021238	0.000	-	FAM60A
chr12_KI270835v1_alt	215109	216739	NR_026806	0.000	+	FLJ13224
chr12_KI270837v1_alt	20912	25491	NM_005039	0.000	+	PRB1
chr12_KI270837v1_alt	20912	25491	NM_199353	0.000	+	PRB1
chr12_KI270837v1_alt	20912	25491	NM_199354	0.000	+	PRB1
chr12_KI270904v1_alt	328318	329278	NM_001097643	0.000	-	TAS2R30
chr12_KI270904v1_alt	44554	48182	NM_001098538	0.000	-	PRR4
chr12_KI270904v1_alt	127941	133551	NM_001110213	0.000	+	PRH2
chr12_KI270904v1_alt	502043	505398	NM_001261399	0.000	-	PRB4
chr12_KI270904v1_alt	366120	370959	NM_001271592	0.000	+	LOC100129361
chr12_KI270904v1_alt	79666	366563	NM_001291314	0.000	-	PRH1
chr12_KI270904v1_alt	79666	366563	NM_001291315	0.000	-	PRH1
chr12_KI270904v1_alt	502043	505398	NM_002723	0.000	-	PRB4
chr12_KI270904v1_alt	546785	550553	NM_005039	0.000	-	PRB1
chr12_KI270904v1_alt	127940	133551	NM_005042	0.000	+	PRH2
chr12_KI270904v1_alt	460876	464670	NM_006249	0.000	-	PRB3
chr12_KI270904v1_alt	79666	82981	NM_006250	0.000	-	PRH1
chr12_KI270904v1_alt	44554	48182	NM_007244	0.000	-	PRR4
chr12_KI270904v1_alt	7799	8874	NM_023917	0.000	-	TAS2R9
chr12_KI270904v1_alt	4756	5686	NM_023918	0.000	-	TAS2R8
chr12_KI270904v1_alt	237	1333	NM_023919	0.000	-	TAS2R7
chr12_KI270904v1_alt	106631	108268	NM_023920	0.000	-	TAS2R13
chr12_KI270904v1_alt	24051	24975	NM_023921	0.000	-	TAS2R10
chr12_KI270904v1_alt	136959	137913	NM_023922	0.000	-	TAS2R14
chr12_KI270904v1_alt	229391	230412	NM_176885	0.000	-	TAS2R31
chr12_KI270904v1_alt	291886	292786	NM_176886	0.000	-	TAS2R45
chr12_KI270904v1_alt	262228	263158	NM_176887	0.000	-	TAS2R46
chr12_KI270904v1_alt	220365	221265	NM_176888	0.000	-	TAS2R19
chr12_KI270904v1_alt	194656	196570	NM_176889	0.000	-	TAS2R20
chr12_KI270904v1_alt	184605	185605	NM_176890	0.000	-	TAS2R50
chr12_KI270904v1_alt	380955	381900	NM_181429	0.000	-	TAS2R42
chr12_KI270904v1_alt	546785	550553	NM_199353	0.000	-	PRB1
chr12_KI270904v1_alt	546785	550553	NM_199354	0.000	-	PRB1
chr12_KI270904v1_alt	44554	366565	NR_037918	0.000	-	PRH1-PRR4
chr13	51932670	52011494	NM_000053	0.000	-	ATP7B
chr13	32315479	32399672	NM_000059	0.000	+	BRCA2
chr13	77895480	77975529	NM_000115	0.000	-	EDNRB
chr13	102845840	102876001	NM_000123	0.000	+	ERCC5
chr13	113105787	113120681	NM_000131	0.000	+	F7
chr13	27920030	27926314	NM_000209	0.000	+	PDX1
chr13	23180920	23325165	NM_000231	0.000	+	SGCG
chr13	100089014	100530437	NM_000282	0.000	+	PCCA
chr13	48303746	48481890	NM_000321	0.000	+	RB1
chr13	103043997	103066846	NM_000452	0.000	-	SLC10A2
chr13	113122798	113149529	NM_000504	0.000	+	F10
chr13	36819201	36829603	NM_000538	0.000	+	RFXAP
chr13	46831541	46897076	NM_000621	0.000	-	HTR2A
chr13	113648805	113658198	NM_000705	0.000	-	ATP4B
chr13	27251554	27256565	NM_000982	0.000	+	RPL21
chr13	42886387	42992271	NM_001002264	0.000	-	EPSTI1
chr13	52012386	52029644	NM_001004127	0.000	+	ALG11
chr13	51932670	52011494	NM_001005918	0.000	-	ATP7B
chr13	49997006	50018467	NM_001007278	0.000	+	TRIM13
chr13	26044596	26051060	NM_001007538	0.000	-	SHISA2
chr13	25301527	25342423	NM_001008564	0.000	+	NUPL1
chr13	41719336	41961085	NM_001009814	0.000	-	VWA8
chr13	44373841	44397714	NM_001010897	0.000	+	SERP2
chr13	52703265	52739812	NM_001011705	0.000	-	LECT1
chr13	52617469	52643784	NM_001011724	0.000	+	HNRNPA1L2
chr13	52617469	52643784	NM_001011725	0.000	+	HNRNPA1L2
chr13	39038310	39050107	NM_001012754	0.000	+	NHLRC3
chr13	113455818	113490708	NM_001014283	0.000	-	DCUN1D2
chr13	30202629	30307054	NM_001014380	0.000	-	KATNAL1
chr13	39038310	39050107	NM_001017370	0.000	+	NHLRC3
chr13	51770776	51804162	NM_001031719	0.000	-	DHRS12
chr13	98450198	98577151	NM_001032296	0.000	-	STK24
chr13	29024610	29505947	NM_001033602	0.000	+	MTUS2
chr13	19837452	19863636	NM_001039649	0.000	-	ZMYM5
chr13	19837452	19863636	NM_001039650	0.000	-	ZMYM5
chr13	51361564	51453139	NM_001039937	0.000	-	INTS6
chr13	51449484	51453139	NM_001039938	0.000	-	INTS6
chr13	77698880	77764242	NM_001040153	0.000	+	SLAIN1
chr13	57631654	57728931	NM_001040429	0.000	+	PCDH17
chr13	49495664	49528981	NM_001040443	0.000	+	PHF11
chr13	49496391	49528981	NM_001040444	0.000	+	PHF11
chr13	19702868	19783019	NM_001042414	0.000	-	PSPC1
chr13	59665588	60163985	NM_001042517	0.000	-	DIAPH3
chr13	72708356	72727800	NM_001071775	0.000	-	MZT1
chr13	114234886	114272675	NM_001078645	0.000	+	CDC16
chr13	100603835	100674935	NM_001079669	0.000	-	TMTC4
chr13	49308649	49444126	NM_001079670	0.000	-	CAB39L
chr13	48975911	49209779	NM_001079673	0.000	+	FNDC3A
chr13	32400722	32428178	NM_001079691	0.000	-	N4BP2L1
chr13	107168530	107867112	NM_001080396	0.000	-	FAM155A
chr13	99254712	99258428	NM_001098200	0.000	-	GPR18
chr13	108207443	108218368	NM_001098268	0.000	-	LIG4
chr13	52455359	52476631	NM_001098525	0.000	+	CKAP2
chr13	51341031	51362103	NM_001101320	0.000	+	SERPINE3
chr13	95095770	95301433	NM_001105515	0.000	-	ABCC4
chr13	27978105	27988637	NM_001105577	0.000	-	URAD
chr13	20221961	20232395	NM_001110219	0.000	-	GJB6
chr13	20221961	20232395	NM_001110220	0.000	-	GJB6
chr13	20221961	20232395	NM_001110221	0.000	-	GJB6
chr13	41311204	41358718	NM_001110798	0.000	+	NAA16
chr13	36432271	36442882	NM_001111045	0.000	+	CCNA1
chr13	36431829	36442882	NM_001111046	0.000	+	CCNA1
chr13	36431829	36442882	NM_001111047	0.000	+	CCNA1
chr13	112969220	113099739	NM_001112732	0.000	+	MCF2L
chr13	111115276	111295195	NM_001113511	0.000	+	ARHGEF7
chr13	111115276	111295195	NM_001113512	0.000	+	ARHGEF7
chr13	111186825	111305734	NM_001113513	0.000	+	ARHGEF7
chr13	77895480	77918831	NM_001122659	0.000	-	EDNRB
chr13	49912705	49936489	NM_001127482	0.000	-	SPRYD7
chr13	43213560	43629477	NM_001127615	0.000	-	ENOX1
chr13	100089014	100530437	NM_001127692	0.000	+	PCCA
chr13	72755401	72782128	NM_001128226	0.000	-	DIS3
chr13	43879283	43893932	NM_001128303	0.000	+	LACC1
chr13	94439585	94479682	NM_001129889	0.000	-	DCT
chr13	98793486	98978084	NM_001130048	0.000	-	DOCK9
chr13	98860180	99086406	NM_001130049	0.000	-	DOCK9
chr13	98860180	98978084	NM_001130050	0.000	-	DOCK9
chr13	57140917	57143939	NM_001130404	0.000	+	PRR20B
chr13	57147487	57150509	NM_001130404	0.000	+	PRR20B
chr13	57154060	57157082	NM_001130404	0.000	+	PRR20B
chr13	57160631	57163653	NM_001130404	0.000	+	PRR20B
chr13	57167196	57170218	NM_001130404	0.000	+	PRR20B
chr13	57140917	57143939	NM_001130405	0.000	+	PRR20C
chr13	57147487	57150509	NM_001130405	0.000	+	PRR20C
chr13	57154060	57157082	NM_001130405	0.000	+	PRR20C
chr13	57160631	57163653	NM_001130405	0.000	+	PRR20C
chr13	57167196	57170218	NM_001130405	0.000	+	PRR20C
chr13	57140917	57143939	NM_001130406	0.000	+	PRR20D
chr13	57147487	57150509	NM_001130406	0.000	+	PRR20D
chr13	57154060	57157082	NM_001130406	0.000	+	PRR20D
chr13	57160631	57163653	NM_001130406	0.000	+	PRR20D
chr13	57167196	57170218	NM_001130406	0.000	+	PRR20D
chr13	57140917	57143939	NM_001130407	0.000	+	PRR20E
chr13	57147487	57150509	NM_001130407	0.000	+	PRR20E
chr13	57154060	57157082	NM_001130407	0.000	+	PRR20E
chr13	57160631	57163653	NM_001130407	0.000	+	PRR20E
chr13	57167196	57170218	NM_001130407	0.000	+	PRR20E
chr13	52652695	52688298	NM_001130912	0.000	+	SUGT1
chr13	28700080	28719013	NM_001135919	0.000	-	SLC46A3
chr13	37562581	37598844	NM_001135934	0.000	-	POSTN
chr13	37562581	37598844	NM_001135935	0.000	-	POSTN
chr13	37562581	37598844	NM_001135936	0.000	-	POSTN
chr13	37636635	37869802	NM_001135955	0.000	-	TRPC4
chr13	37636635	37869802	NM_001135956	0.000	-	TRPC4
chr13	37636635	37869802	NM_001135957	0.000	-	TRPC4
chr13	37636635	37869802	NM_001135958	0.000	-	TRPC4
chr13	32303770	32311954	NM_001136571	0.000	-	ZAR1L
chr13	19422878	19536763	NM_001141968	0.000	-	TPTE2
chr13	50909677	50970460	NM_001142279	0.000	+	RNASEH2B
chr13	36301637	36370180	NM_001142294	0.000	-	SPG20
chr13	36301637	36346797	NM_001142295	0.000	-	SPG20
chr13	36301637	36346509	NM_001142296	0.000	-	SPG20
chr13	19823483	19863636	NM_001142684	0.000	-	ZMYM5
chr13	38965924	38990859	NM_001144033	0.000	-	STOML3
chr13	99200424	99386499	NM_001144072	0.000	+	UBAC2
chr13	36230774	36297855	NM_001144981	0.000	-	CCDC169
chr13	36227041	36297855	NM_001144982	0.000	-	CCDC169
chr13	36227041	36297855	NM_001144983	0.000	-	CCDC169
chr13	36227041	36297855	NM_001144984	0.000	-	CCDC169
chr13	36230774	36297855	NM_001144985	0.000	-	CCDC169
chr13	36230774	36297855	NM_001144986	0.000	-	CCDC169
chr13	40931918	40982282	NM_001145353	0.000	-	ELF1
chr13	108269628	108308484	NM_001145645	0.000	+	TNFSF13B
chr13	60397292	60573879	NM_001146070	0.000	+	TDRD3
chr13	60396456	60573879	NM_001146071	0.000	+	TDRD3
chr13	102729366	102759072	NM_001146197	0.000	-	CCDC168
chr13	102799048	102841538	NM_001159596	0.000	+	BIVM
chr13	28385550	28495128	NM_001159920	0.000	-	FLT1
chr13	28368096	28495128	NM_001160030	0.000	-	FLT1
chr13	28399043	28495128	NM_001160031	0.000	-	FLT1
chr13	95433598	95579756	NM_001160100	0.000	+	CLDN10
chr13	49451551	49495003	NM_001160308	0.000	+	SETDB2
chr13	77535673	77645263	NM_001160706	0.000	+	SCEL
chr13	79481123	79556077	NM_001161407	0.000	+	NDFIP2
chr13	105466215	105491034	NM_001161812	0.000	+	DAOA
chr13	105465866	105491034	NM_001161814	0.000	+	DAOA
chr13	48411045	48426907	NM_001162497	0.000	-	LPAR6
chr13	48411045	48413517	NM_001162498	0.000	-	LPAR6
chr13	114314489	114327328	NM_001164144	0.000	+	CHAMP1
chr13	114314489	114327328	NM_001164145	0.000	+	CHAMP1
chr13	46553160	46744901	NM_001164211	0.000	+	LRCH1
chr13	46553160	46753040	NM_001164213	0.000	+	LRCH1
chr13	46831541	46897076	NM_001165947	0.000	-	HTR2A
chr13	21153594	21176602	NM_001166017	0.000	-	SKA3
chr13	31739541	31802872	NM_001166058	0.000	+	RXFP2
chr13	27435638	27450197	NM_001166261	0.000	-	MTIF3
chr13	27435638	27450189	NM_001166262	0.000	-	MTIF3
chr13	27435638	27450602	NM_001166263	0.000	-	MTIF3
chr13	24160715	24307074	NM_001166271	0.000	+	SPATA13
chr13	100089014	100530437	NM_001178004	0.000	+	PCCA
chr13	24764162	24879920	NM_001184993	0.000	+	RNF17
chr13	24680410	24711785	NM_001185085	0.000	+	ATP12A
chr13	19958707	20091845	NM_001190964	0.000	+	ZMYM2
chr13	19958833	20091845	NM_001190965	0.000	+	ZMYM2
chr13	49247910	49293486	NM_001193478	0.000	+	CDADC1
chr13	100530163	100588792	NM_001195087	0.000	-	GGACT
chr13	35768651	35855861	NM_001195415	0.000	-	DCLK1
chr13	35768651	35855861	NM_001195416	0.000	-	DCLK1
chr13	35845899	35855861	NM_001195430	0.000	-	DCLK1
chr13	36227041	36297855	NM_001198908	0.000	-	CCDC169
chr13	36168207	36297855	NM_001198910	0.000	-	CCDC169-SOHLH2
chr13	108629222	109208007	NM_001198950	0.000	+	MYO16
chr13	77895480	77919768	NM_001201397	0.000	-	EDNRB
chr13	35476748	35672737	NM_001204197	0.000	+	NBEA
chr13	102807145	102876001	NM_001204425	0.000	+	BIVM-ERCC5
chr13	23579359	23676105	NM_001204458	0.000	+	TNFRSF19
chr13	23570369	23676105	NM_001204459	0.000	+	TNFRSF19
chr13	42040035	42229755	NM_001204504	0.000	+	DGKH
chr13	42138041	42229755	NM_001204505	0.000	+	DGKH
chr13	42138041	42229755	NM_001204506	0.000	+	DGKH
chr13	27620742	27667422	NM_001206559	0.000	+	POLR1D
chr13	51222333	51284241	NM_001242312	0.000	+	FAM124A
chr13	43213529	43786980	NM_001242863	0.000	-	ENOX1
chr13	77697853	77764242	NM_001242868	0.000	+	SLAIN1
chr13	77741159	77764242	NM_001242869	0.000	+	SLAIN1
chr13	77741159	77764242	NM_001242870	0.000	+	SLAIN1
chr13	77741159	77764242	NM_001242871	0.000	+	SLAIN1
chr13	110615583	110639995	NM_001242881	0.000	+	CARKD
chr13	110615459	110639995	NM_001242882	0.000	+	CARKD
chr13	110615459	110639995	NM_001242883	0.000	+	CARKD
chr13	51932670	52011494	NM_001243182	0.000	-	ATP7B
chr13	33117547	33186079	NM_001243466	0.000	-	STARD13
chr13	33117547	33206050	NM_001243474	0.000	-	STARD13
chr13	33103134	33676795	NM_001243476	0.000	-	STARD13
chr13	44432142	44437254	NM_001243797	0.000	-	TSC22D1
chr13	44432142	44474301	NM_001243798	0.000	-	TSC22D1
chr13	44432142	44576565	NM_001243799	0.000	-	TSC22D1
chr13	113158653	113172384	NM_001256134	0.000	+	PROZ
chr13	75871037	75883812	NM_001257995	0.000	+	LMO7DN
chr13	59665588	60163985	NM_001258366	0.000	-	DIAPH3
chr13	59665588	60163985	NM_001258367	0.000	-	DIAPH3
chr13	59665588	60163985	NM_001258368	0.000	-	DIAPH3
chr13	59774162	60163985	NM_001258369	0.000	-	DIAPH3
chr13	76952488	76958641	NM_001258406	0.000	+	IRG1
chr13	26254618	26404432	NM_001260	0.000	+	CDK8
chr13	27962067	27969368	NM_001265	0.000	-	CDX2
chr13	113105787	113120681	NM_001267554	0.000	+	F7
chr13	110715436	110721074	NM_001267728	0.000	+	ING1
chr13	48488962	48533256	NM_001268	0.000	-	RCBTB2
chr13	51767992	51804162	NM_001270424	0.000	-	DHRS12
chr13	48075727	48095141	NM_001270629	0.000	-	MED4
chr13	75549479	75606020	NM_001270952	0.000	+	UCHL3
chr13	101452592	101720857	NM_001271754	0.000	+	ITGBL1
chr13	101452592	101716446	NM_001271755	0.000	+	ITGBL1
chr13	101489951	101716446	NM_001271756	0.000	+	ITGBL1
chr13	19422878	19438475	NM_001271850	0.000	-	TPTE2
chr13	23328822	23375543	NM_001278055	0.000	-	SACS
chr13	32432487	32538885	NM_001278432	0.000	-	N4BP2L2
chr13	48976608	49209779	NM_001278438	0.000	+	FNDC3A
chr13	46053186	46105076	NM_001278541	0.000	-	CPB2
chr13	49660675	49691487	NM_001278636	0.000	-	EBPL
chr13	83877204	83882393	NM_001281503	0.000	-	SLITRK1
chr13	36181991	36214615	NM_001282147	0.000	-	SOHLH2
chr13	52412601	52450678	NM_001282168	0.000	-	VPS36
chr13	52412601	52450244	NM_001282169	0.000	-	VPS36
